Sno,MQ-135,MQ-136,MQ-137,Gas
698,1.128,1.096,0.991,No_Gas
699,1.137,1.096,0.987,No_Gas
700,1.12,1.096,0.991,No_Gas
701,1.137,1.096,0.991,No_Gas
702,1.146,1.087,0.991,No_Gas
703,1.137,1.105,0.993,No_Gas
704,1.154,1.105,0.995,No_Gas
705,1.12,1.096,0.987,No_Gas
706,1.128,1.087,0.993,No_Gas
707,1.12,1.096,0.989,No_Gas
708,1.128,1.087,0.989,No_Gas
709,1.154,1.087,0.991,No_Gas
710,1.128,1.096,0.991,No_Gas
711,1.154,1.096,0.989,No_Gas
712,1.137,1.105,0.995,No_Gas
713,1.112,1.096,0.989,No_Gas
714,1.137,1.105,0.995,No_Gas
715,1.128,1.096,0.993,No_Gas
716,1.137,1.096,0.987,No_Gas
717,1.128,1.096,0.991,No_Gas
718,1.12,1.105,0.997,No_Gas
719,1.137,1.087,0.987,No_Gas
720,1.12,1.096,0.989,No_Gas
721,1.137,1.087,0.995,No_Gas
722,1.128,1.105,0.991,No_Gas
723,1.128,1.079,0.995,No_Gas
724,1.128,1.096,0.991,No_Gas
725,1.137,1.096,0.989,No_Gas
726,1.154,1.096,0.993,No_Gas
727,1.137,1.096,0.991,No_Gas
728,1.128,1.087,0.993,No_Gas
729,1.154,1.105,0.989,No_Gas
730,1.154,1.105,0.991,No_Gas
731,1.12,1.096,0.995,No_Gas
732,1.137,1.087,0.991,No_Gas
733,1.154,1.105,0.987,No_Gas
734,1.154,1.096,0.991,No_Gas
735,1.137,1.096,0.991,No_Gas
736,1.154,1.096,0.995,No_Gas
737,1.128,1.105,0.991,No_Gas
738,1.154,1.105,0.993,No_Gas
739,1.137,1.096,0.995,No_Gas
740,1.128,1.105,0.989,No_Gas
741,1.154,1.087,0.989,No_Gas
742,1.154,1.087,0.997,No_Gas
743,1.137,1.087,0.993,No_Gas
744,1.128,1.096,0.987,No_Gas
745,1.146,1.087,0.995,No_Gas
746,1.154,1.096,0.995,No_Gas
747,1.163,1.096,0.989,No_Gas
748,1.163,1.096,0.989,No_Gas
749,1.163,1.105,0.993,No_Gas
750,1.154,1.087,0.989,No_Gas
751,1.154,1.096,0.995,No_Gas
752,1.137,1.096,0.987,No_Gas
753,1.154,1.096,0.993,No_Gas
754,1.137,1.096,0.991,No_Gas
755,1.146,1.087,0.991,No_Gas
756,1.137,1.096,0.991,No_Gas
757,1.137,1.079,0.991,No_Gas
758,1.154,1.096,0.995,No_Gas
759,1.137,1.087,0.989,No_Gas
760,1.137,1.105,0.987,No_Gas
761,1.154,1.096,0.989,No_Gas
762,1.154,1.105,0.991,No_Gas
763,1.154,1.105,0.995,No_Gas
764,1.154,1.096,0.995,No_Gas
765,1.154,1.105,0.989,No_Gas
766,1.154,1.105,0.995,No_Gas
767,1.163,1.096,0.995,No_Gas
768,1.154,1.087,0.995,No_Gas
769,1.154,1.105,0.991,No_Gas
770,1.128,1.105,0.991,No_Gas
771,1.154,1.096,0.989,No_Gas
772,1.137,1.105,0.995,No_Gas
773,1.154,1.087,0.995,No_Gas
774,1.137,1.105,0.991,No_Gas
775,1.12,1.105,0.991,No_Gas
776,1.137,1.087,0.991,No_Gas
777,1.146,1.105,0.991,No_Gas
778,1.137,1.105,0.995,No_Gas
779,1.154,1.105,0.991,No_Gas
780,1.154,1.096,0.989,No_Gas
781,1.154,1.087,0.995,No_Gas
782,1.128,1.105,0.991,No_Gas
783,1.154,1.105,0.989,No_Gas
784,1.137,1.096,0.995,No_Gas
785,1.154,1.096,0.995,No_Gas
786,1.163,1.105,0.995,No_Gas
787,1.146,1.096,0.993,No_Gas
788,1.154,1.105,0.991,No_Gas
789,1.137,1.105,0.989,No_Gas
790,1.154,1.087,0.991,No_Gas
791,1.146,1.096,0.997,No_Gas
792,1.154,1.105,0.991,No_Gas
793,1.146,1.087,0.995,No_Gas
794,1.163,1.105,0.995,No_Gas
795,1.137,1.105,0.993,No_Gas
796,1.163,1.096,0.989,No_Gas
797,1.154,1.105,0.995,No_Gas
798,1.163,1.087,0.989,No_Gas
799,1.154,1.105,0.991,No_Gas
800,1.154,1.087,0.985,No_Gas
801,1.163,1.105,0.989,No_Gas
802,1.137,1.096,0.995,No_Gas
803,1.163,1.087,0.989,No_Gas
804,1.163,1.105,0.991,No_Gas
805,1.154,1.105,0.989,No_Gas
806,1.154,1.096,0.995,No_Gas
807,1.154,1.105,0.991,No_Gas
808,1.154,1.105,0.989,No_Gas
809,1.154,1.096,0.987,No_Gas
810,1.154,1.105,0.991,No_Gas
811,1.146,1.105,0.989,No_Gas
812,1.172,1.096,0.991,No_Gas
813,1.128,1.105,0.991,No_Gas
814,1.154,1.096,0.993,No_Gas
815,1.163,1.105,0.999,No_Gas
816,1.154,1.096,0.995,No_Gas
817,1.172,1.096,0.997,No_Gas
818,1.163,1.105,0.997,No_Gas
819,1.163,1.096,0.993,No_Gas
820,1.146,1.096,0.991,No_Gas
821,1.154,1.105,0.995,No_Gas
822,1.137,1.105,0.995,No_Gas
823,1.154,1.096,0.991,No_Gas
824,1.137,1.096,0.993,No_Gas
825,1.154,1.105,0.991,No_Gas
826,1.146,1.096,0.987,No_Gas
827,1.154,1.105,0.991,No_Gas
828,1.128,1.096,0.991,No_Gas
829,1.137,1.105,0.991,No_Gas
830,1.154,1.105,0.993,No_Gas
831,1.163,1.096,0.989,No_Gas
832,1.154,1.105,0.989,No_Gas
833,1.146,1.105,0.991,No_Gas
834,1.12,1.096,0.995,No_Gas
835,1.154,1.096,0.987,No_Gas
836,1.163,1.096,0.987,No_Gas
837,1.154,1.096,0.989,No_Gas
838,1.146,1.087,0.989,No_Gas
839,1.154,1.096,0.991,No_Gas
840,1.163,1.105,0.991,No_Gas
841,1.154,1.087,0.995,No_Gas
842,1.163,1.087,0.991,No_Gas
843,1.146,1.096,0.991,No_Gas
844,1.137,1.087,0.991,No_Gas
845,1.146,1.096,0.987,No_Gas
846,1.154,1.096,0.989,No_Gas
847,1.163,1.096,0.995,No_Gas
848,1.154,1.096,0.995,No_Gas
849,1.172,1.105,0.995,No_Gas
850,1.137,1.105,0.997,No_Gas
851,1.146,1.096,0.991,No_Gas
852,1.137,1.105,0.993,No_Gas
853,1.137,1.087,0.995,No_Gas
854,1.137,1.105,0.993,No_Gas
855,1.146,1.105,0.997,No_Gas
856,1.154,1.087,0.993,No_Gas
857,1.154,1.096,0.991,No_Gas
858,1.154,1.096,0.993,No_Gas
859,1.146,1.096,0.995,No_Gas
860,1.137,1.105,0.995,No_Gas
861,1.163,1.105,0.989,No_Gas
862,1.137,1.105,0.987,No_Gas
863,1.137,1.105,0.991,No_Gas
864,1.154,1.087,0.995,No_Gas
865,1.137,1.087,0.989,No_Gas
866,1.154,1.096,0.999,No_Gas
867,1.172,1.105,0.995,No_Gas
868,1.146,1.096,0.991,No_Gas
869,1.163,1.105,0.989,No_Gas
870,1.137,1.105,0.987,No_Gas
871,1.154,1.105,0.987,No_Gas
872,1.154,1.105,0.989,No_Gas
873,1.154,1.105,0.991,No_Gas
874,1.154,1.105,0.989,No_Gas
875,1.154,1.096,0.991,No_Gas
876,1.154,1.105,0.985,No_Gas
877,1.163,1.096,0.997,No_Gas
878,1.137,1.096,0.991,No_Gas
879,1.146,1.087,0.989,No_Gas
880,1.163,1.096,0.991,No_Gas
881,1.163,1.096,0.989,No_Gas
882,1.154,1.087,0.989,No_Gas
883,1.146,1.105,0.991,No_Gas
884,1.154,1.096,0.987,No_Gas
885,1.163,1.096,0.991,No_Gas
886,1.163,1.096,0.995,No_Gas
887,1.163,1.096,0.987,No_Gas
888,1.146,1.105,0.989,No_Gas
889,1.137,1.087,0.989,No_Gas
890,1.154,1.105,0.989,No_Gas
891,1.154,1.105,0.987,No_Gas
892,1.154,1.105,0.985,No_Gas
893,1.172,1.105,0.991,No_Gas
894,1.128,1.105,0.987,No_Gas
895,1.146,1.096,0.985,No_Gas
896,1.163,1.087,0.993,No_Gas
897,1.154,1.096,0.991,No_Gas
898,1.154,1.087,0.991,No_Gas
899,1.154,1.105,0.987,No_Gas
900,1.154,1.096,0.997,No_Gas
901,1.137,1.105,0.985,No_Gas
902,1.137,1.105,0.991,No_Gas
903,1.154,1.096,0.991,No_Gas
904,1.146,1.096,0.991,No_Gas
905,1.172,1.096,0.991,No_Gas
906,1.137,1.087,0.987,No_Gas
907,1.146,1.096,0.989,No_Gas
908,1.163,1.105,0.987,No_Gas
909,1.163,1.105,0.993,No_Gas
910,1.154,1.105,0.987,No_Gas
911,1.154,1.105,0.987,No_Gas
912,1.154,1.105,0.995,No_Gas
913,1.154,1.105,0.991,No_Gas
914,1.163,1.096,0.991,No_Gas
915,1.137,1.096,0.993,No_Gas
916,1.154,1.096,0.991,No_Gas
917,1.163,1.096,0.993,No_Gas
918,1.146,1.105,0.987,No_Gas
919,1.137,1.105,0.987,No_Gas
920,1.128,1.096,0.987,No_Gas
921,1.172,1.096,0.993,No_Gas
922,1.128,1.087,0.997,No_Gas
923,1.154,1.105,0.989,No_Gas
924,1.154,1.087,0.991,No_Gas
925,1.154,1.096,0.993,No_Gas
926,1.163,1.096,0.995,No_Gas
927,1.163,1.096,0.989,No_Gas
928,1.163,1.105,0.985,No_Gas
929,1.154,1.096,0.993,No_Gas
930,1.137,1.105,0.991,No_Gas
931,1.154,1.087,0.995,No_Gas
932,1.154,1.096,0.997,No_Gas
933,1.154,1.087,0.995,No_Gas
934,1.154,1.105,0.989,No_Gas
935,1.163,1.096,0.985,No_Gas
936,1.163,1.096,0.989,No_Gas
937,1.163,1.096,0.995,No_Gas
938,1.154,1.096,0.995,No_Gas
939,1.163,1.096,0.991,No_Gas
940,1.137,1.087,0.991,No_Gas
941,1.163,1.087,0.985,No_Gas
942,1.154,1.105,0.991,No_Gas
943,1.154,1.096,0.989,No_Gas
944,1.163,1.096,0.991,No_Gas
945,1.154,1.096,0.991,No_Gas
946,1.154,1.096,0.989,No_Gas
947,1.154,1.105,0.987,No_Gas
948,1.154,1.096,0.993,No_Gas
949,1.163,1.087,0.987,No_Gas
950,1.163,1.105,0.989,No_Gas
951,1.154,1.105,0.989,No_Gas
952,1.163,1.096,0.991,No_Gas
953,1.163,1.096,0.985,No_Gas
954,1.146,1.096,0.991,No_Gas
955,1.154,1.105,0.989,No_Gas
956,1.154,1.087,0.991,No_Gas
957,1.146,1.087,0.997,No_Gas
958,1.172,1.105,0.993,No_Gas
959,1.163,1.096,0.989,No_Gas
960,1.137,1.105,0.987,No_Gas
961,1.182,1.096,0.987,No_Gas
962,1.154,1.096,0.991,No_Gas
963,1.163,1.096,0.989,No_Gas
964,1.163,1.087,0.995,No_Gas
965,1.163,1.096,0.989,No_Gas
966,1.154,1.105,0.993,No_Gas
967,1.172,1.105,0.995,No_Gas
968,1.163,1.105,0.995,No_Gas
969,1.154,1.105,0.993,No_Gas
970,1.128,1.096,0.991,No_Gas
971,1.154,1.096,0.985,No_Gas
972,1.154,1.105,0.993,No_Gas
973,1.154,1.079,0.995,No_Gas
974,1.163,1.096,0.995,No_Gas
975,1.191,1.096,0.991,No_Gas
976,1.154,1.096,0.997,No_Gas
977,1.154,1.087,0.991,No_Gas
978,1.137,1.105,0.995,No_Gas
979,1.154,1.096,0.989,No_Gas
980,1.163,1.087,0.991,No_Gas
981,1.146,1.096,0.987,No_Gas
982,1.137,1.105,0.989,No_Gas
983,1.154,1.096,0.991,No_Gas
984,1.154,1.096,0.989,No_Gas
985,1.154,1.105,0.989,No_Gas
986,1.172,1.105,0.993,No_Gas
987,1.172,1.105,0.995,No_Gas
988,1.163,1.096,0.993,No_Gas
989,1.163,1.096,0.989,No_Gas
990,1.146,1.096,0.987,No_Gas
991,1.146,1.105,0.989,No_Gas
992,1.154,1.096,0.989,No_Gas
993,1.154,1.096,0.985,No_Gas
994,1.172,1.105,0.989,No_Gas
995,1.172,1.105,0.991,No_Gas
996,1.137,1.096,0.989,No_Gas
997,1.154,1.087,0.991,No_Gas
998,1.163,1.105,0.989,No_Gas
999,1.154,1.096,0.987,No_Gas
1000,1.128,1.087,0.991,No_Gas
1001,1.137,1.105,0.989,No_Gas
1002,1.163,1.096,0.997,No_Gas
1003,1.163,1.105,0.995,No_Gas
1004,1.128,1.105,0.993,No_Gas
1005,1.137,1.105,0.997,No_Gas
1006,1.128,1.105,0.993,No_Gas
1007,1.163,1.105,0.991,No_Gas
1008,1.163,1.096,0.995,No_Gas
1009,1.154,1.105,0.995,No_Gas
1010,1.163,1.087,0.989,No_Gas
1011,1.137,1.105,0.991,No_Gas
1012,1.163,1.105,0.989,No_Gas
1013,1.154,1.087,0.991,No_Gas
1014,1.163,1.087,0.995,No_Gas
1015,1.163,1.105,0.995,No_Gas
1016,1.146,1.079,0.991,No_Gas
1017,1.137,1.096,0.993,No_Gas
1018,1.172,1.087,0.987,No_Gas
1019,1.154,1.105,0.987,No_Gas
1020,1.154,1.096,0.991,No_Gas
1021,1.154,1.087,0.987,No_Gas
1022,1.128,1.105,0.989,No_Gas
1023,1.163,1.096,0.995,No_Gas
1024,1.137,1.096,0.993,No_Gas
1025,1.137,1.105,0.991,No_Gas
1026,1.154,1.087,0.993,No_Gas
1027,1.154,1.105,0.991,No_Gas
1028,1.154,1.079,0.989,No_Gas
1029,1.137,1.096,0.991,No_Gas
1030,1.154,1.096,0.991,No_Gas
1031,1.154,1.096,0.987,No_Gas
1032,1.163,1.079,0.991,No_Gas
1033,1.172,1.105,0.991,No_Gas
1034,1.163,1.096,0.991,No_Gas
1035,1.146,1.096,0.987,No_Gas
1036,1.154,1.087,0.993,No_Gas
1037,1.163,1.096,0.989,No_Gas
1038,1.172,1.105,0.995,No_Gas
1039,1.154,1.096,0.991,No_Gas
1040,1.154,1.105,0.995,No_Gas
1041,1.154,1.105,0.989,No_Gas
1042,1.146,1.096,0.991,No_Gas
1043,1.154,1.105,0.987,No_Gas
1044,1.163,1.096,0.993,No_Gas
1045,1.163,1.105,0.995,No_Gas
1046,1.137,1.105,0.995,No_Gas
1047,1.172,1.105,0.991,No_Gas
1048,1.146,1.096,0.995,No_Gas
1049,1.154,1.096,0.995,No_Gas
1050,1.137,1.096,0.989,No_Gas
1051,1.128,1.105,0.989,No_Gas
1052,1.154,1.087,0.995,No_Gas
1053,1.154,1.096,0.987,No_Gas
1054,1.154,1.105,0.995,No_Gas
1055,1.154,1.105,0.993,No_Gas
1056,1.154,1.096,0.993,No_Gas
1057,1.154,1.105,0.987,No_Gas
1058,1.163,1.105,0.991,No_Gas
1059,1.163,1.096,0.987,No_Gas
1060,1.154,1.105,0.991,No_Gas
1061,1.163,1.096,0.995,No_Gas
1062,1.154,1.105,0.991,No_Gas
1063,1.137,1.087,0.991,No_Gas
1064,1.154,1.105,0.989,No_Gas
1065,1.163,1.105,0.989,No_Gas
1066,1.163,1.105,0.989,No_Gas
1067,1.154,1.105,0.991,No_Gas
1068,1.163,1.096,0.995,No_Gas
1069,1.154,1.105,0.991,No_Gas
1070,1.163,1.105,0.989,No_Gas
1071,1.154,1.105,0.991,No_Gas
1072,1.172,1.096,0.989,No_Gas
1073,1.163,1.105,0.987,No_Gas
1074,1.154,1.105,0.993,No_Gas
1075,1.154,1.105,0.991,No_Gas
1076,1.154,1.105,0.989,No_Gas
1077,1.146,1.096,0.989,No_Gas
1078,1.137,1.105,0.989,No_Gas
1079,1.154,1.105,0.995,No_Gas
1080,1.128,1.096,0.991,No_Gas
1081,1.163,1.105,0.997,No_Gas
1082,1.154,1.105,0.987,No_Gas
1083,1.172,1.105,0.995,No_Gas
1084,1.172,1.105,0.997,No_Gas
1085,1.163,1.105,0.991,No_Gas
1086,1.137,1.096,0.991,No_Gas
1087,1.146,1.105,0.995,No_Gas
1088,1.163,1.105,0.991,No_Gas
1089,1.137,1.105,0.991,No_Gas
1090,1.172,1.105,0.995,No_Gas
1091,1.163,1.096,0.989,No_Gas
1092,1.154,1.105,0.989,No_Gas
1093,1.137,1.105,0.993,No_Gas
1094,1.172,1.105,0.997,No_Gas
1095,1.154,1.096,0.989,No_Gas
1096,1.163,1.105,0.993,No_Gas
1097,1.146,1.105,0.987,No_Gas
1098,1.163,1.096,0.995,No_Gas
1099,1.172,1.096,0.985,No_Gas
1100,1.163,1.105,0.991,No_Gas
1101,1.163,1.105,0.997,No_Gas
1102,1.172,1.105,0.991,No_Gas
1103,1.182,1.105,0.991,No_Gas
1104,1.182,1.105,0.991,No_Gas
1105,1.182,1.096,0.991,No_Gas
1106,1.172,1.105,0.991,No_Gas
1107,1.163,1.087,0.987,No_Gas
1108,1.163,1.105,0.991,No_Gas
1109,1.172,1.096,0.991,No_Gas
1110,1.172,1.105,0.995,No_Gas
1111,1.154,1.105,0.987,No_Gas
1112,1.172,1.096,0.993,No_Gas
1113,1.163,1.105,0.991,No_Gas
1114,1.154,1.105,0.991,No_Gas
1115,1.154,1.105,0.991,No_Gas
1116,1.172,1.105,0.995,No_Gas
1117,1.163,1.087,0.989,No_Gas
1118,1.163,1.096,0.991,No_Gas
1119,1.163,1.105,0.991,No_Gas
1120,1.154,1.105,0.989,No_Gas
1121,1.172,1.105,0.991,No_Gas
1122,1.154,1.096,0.989,No_Gas
1123,1.154,1.096,0.989,No_Gas
1124,1.163,1.096,0.991,No_Gas
1125,1.172,1.105,0.995,No_Gas
1126,1.163,1.096,0.993,No_Gas
1127,1.163,1.105,0.987,No_Gas
1128,1.154,1.105,0.991,No_Gas
1129,1.154,1.096,0.985,No_Gas
1130,1.172,1.096,0.995,No_Gas
1131,1.182,1.105,0.989,No_Gas
1132,1.163,1.096,0.991,No_Gas
1133,1.163,1.105,0.989,No_Gas
1134,1.191,1.105,0.995,No_Gas
1135,1.163,1.105,0.991,No_Gas
1136,1.163,1.096,0.991,No_Gas
1137,1.154,1.087,0.993,No_Gas
1138,1.172,1.105,0.991,No_Gas
1139,1.172,1.087,0.989,No_Gas
1140,1.154,1.105,0.985,No_Gas
1141,1.163,1.105,0.991,No_Gas
1142,1.163,1.096,0.991,No_Gas
1143,1.154,1.105,0.995,No_Gas
1144,1.163,1.105,0.993,No_Gas
1145,1.172,1.096,0.989,No_Gas
1146,1.191,1.105,0.991,No_Gas
1147,1.163,1.096,0.997,No_Gas
1148,1.163,1.105,0.991,No_Gas
1149,1.172,1.105,0.991,No_Gas
1150,1.191,1.105,0.991,No_Gas
1151,1.163,1.105,0.987,No_Gas
1152,1.172,1.105,0.991,No_Gas
1153,1.172,1.096,0.985,No_Gas
1154,1.172,1.079,0.995,No_Gas
1155,1.172,1.105,0.989,No_Gas
1156,1.172,1.105,0.987,No_Gas
1157,1.172,1.096,0.993,No_Gas
1158,1.163,1.105,0.987,No_Gas
1159,1.163,1.105,0.987,No_Gas
1160,1.182,1.105,0.991,No_Gas
1161,1.172,1.105,0.991,No_Gas
1162,1.154,1.105,0.989,No_Gas
1163,1.172,1.087,0.997,No_Gas
1164,1.172,1.105,0.989,No_Gas
1165,1.163,1.087,0.987,No_Gas
1166,1.172,1.105,0.991,No_Gas
1167,1.172,1.096,0.991,No_Gas
1168,1.163,1.096,0.989,No_Gas
1169,1.172,1.105,0.993,No_Gas
1170,1.154,1.105,0.987,No_Gas
1171,1.163,1.105,0.991,No_Gas
1172,1.163,1.105,0.991,No_Gas
1173,1.172,1.105,0.991,No_Gas
1174,1.191,1.096,0.991,No_Gas
1175,1.172,1.096,0.987,No_Gas
1176,1.172,1.096,0.995,No_Gas
1177,1.163,1.105,0.987,No_Gas
1178,1.172,1.096,0.995,No_Gas
1179,1.163,1.105,0.989,No_Gas
1180,1.163,1.105,0.989,No_Gas
1181,1.163,1.105,0.997,No_Gas
1182,1.172,1.096,0.989,No_Gas
1183,1.154,1.105,0.987,No_Gas
1184,1.163,1.105,0.997,No_Gas
1185,1.163,1.096,0.993,No_Gas
1186,1.163,1.105,0.987,No_Gas
1187,1.163,1.087,0.995,No_Gas
1188,1.154,1.105,0.987,No_Gas
1189,1.154,1.079,0.993,No_Gas
1190,1.128,1.096,0.987,No_Gas
1191,1.154,1.096,0.987,No_Gas
1192,1.172,1.105,0.987,No_Gas
1193,1.172,1.096,0.997,No_Gas
1194,1.172,1.105,0.995,No_Gas
1195,1.163,1.096,0.991,No_Gas
1196,1.154,1.105,0.991,No_Gas
1197,1.154,1.096,0.987,No_Gas
1198,1.182,1.105,0.995,No_Gas
1199,1.172,1.105,0.991,No_Gas
1200,1.191,1.105,0.993,No_Gas
1201,1.163,1.105,0.991,No_Gas
1202,1.163,1.105,0.987,No_Gas
1203,1.154,1.105,0.989,No_Gas
1204,1.172,1.105,0.991,No_Gas
1205,1.154,1.105,0.993,No_Gas
1206,1.172,1.105,0.995,No_Gas
1207,1.191,1.105,0.993,No_Gas
1208,1.172,1.105,0.993,No_Gas
1209,1.172,1.105,0.993,No_Gas
1210,1.172,1.105,0.989,No_Gas
1211,1.191,1.105,0.991,No_Gas
1212,1.172,1.096,0.991,No_Gas
1213,1.172,1.105,0.997,No_Gas
1214,1.163,1.105,0.989,No_Gas
1215,1.154,1.105,0.995,No_Gas
1216,1.191,1.087,0.989,No_Gas
1217,1.172,1.105,0.997,No_Gas
1218,1.21,1.105,0.995,No_Gas
1219,1.163,1.105,0.991,No_Gas
1220,1.154,1.105,0.987,No_Gas
1221,1.163,1.096,0.991,No_Gas
1222,1.172,1.105,0.993,No_Gas
1223,1.146,1.096,0.987,No_Gas
1224,1.172,1.105,0.987,No_Gas
1225,1.182,1.096,0.991,No_Gas
1226,1.182,1.105,0.993,No_Gas
1227,1.163,1.096,0.993,No_Gas
1228,1.163,1.105,0.993,No_Gas
1229,1.172,1.105,0.991,No_Gas
1230,1.163,1.105,0.989,No_Gas
1231,1.163,1.105,0.987,No_Gas
1232,1.154,1.105,0.989,No_Gas
1233,1.172,1.105,0.989,No_Gas
1234,1.154,1.105,0.987,No_Gas
1235,1.172,1.105,0.991,No_Gas
1236,1.172,1.105,0.993,No_Gas
1237,1.172,1.105,0.989,No_Gas
1238,1.172,1.105,0.989,No_Gas
1239,1.154,1.105,0.995,No_Gas
1240,1.172,1.105,0.985,No_Gas
1241,1.163,1.105,0.991,No_Gas
1242,1.163,1.105,0.989,No_Gas
1243,1.163,1.096,0.991,No_Gas
1244,1.172,1.096,0.991,No_Gas
1245,1.191,1.105,0.991,No_Gas
1246,1.172,1.105,0.991,No_Gas
1247,1.163,1.105,0.987,No_Gas
1248,1.172,1.105,0.989,No_Gas
1249,1.163,1.096,0.985,No_Gas
1250,1.182,1.096,0.991,No_Gas
1251,1.172,1.105,0.995,No_Gas
1252,1.163,1.105,0.987,No_Gas
1253,1.172,1.105,0.995,No_Gas
1254,1.172,1.105,0.989,No_Gas
1255,1.154,1.105,0.987,No_Gas
1256,1.154,1.105,0.989,No_Gas
1257,1.163,1.105,0.987,No_Gas
1258,1.163,1.096,0.989,No_Gas
1259,1.163,1.087,0.985,No_Gas
1260,1.172,1.105,0.989,No_Gas
1261,1.163,1.105,0.989,No_Gas
1262,1.146,1.096,0.987,No_Gas
1263,1.163,1.087,0.989,No_Gas
1264,1.163,1.087,0.989,No_Gas
1265,1.146,1.096,0.993,No_Gas
1266,1.172,1.105,0.991,No_Gas
1267,1.154,1.105,0.989,No_Gas
1268,1.163,1.105,0.985,No_Gas
1269,1.172,1.096,0.985,No_Gas
1270,1.172,1.096,0.991,No_Gas
1271,1.182,1.105,0.995,No_Gas
1272,1.163,1.105,0.989,No_Gas
1273,1.163,1.105,0.985,No_Gas
1274,1.154,1.096,0.987,No_Gas
1275,1.154,1.096,0.993,No_Gas
1276,1.163,1.087,0.989,No_Gas
1277,1.154,1.096,0.989,No_Gas
1278,1.163,1.105,0.987,No_Gas
1279,1.154,1.105,0.987,No_Gas
1280,1.146,1.105,0.989,No_Gas
1281,1.172,1.105,0.987,No_Gas
1282,1.154,1.096,0.989,No_Gas
1283,1.172,1.087,0.991,No_Gas
1284,1.154,1.105,0.991,No_Gas
1285,1.146,1.096,0.991,No_Gas
1286,1.154,1.105,0.991,No_Gas
1287,1.154,1.105,0.987,No_Gas
1288,1.154,1.096,0.991,No_Gas
1289,1.137,1.096,0.985,No_Gas
1290,1.12,1.105,0.995,No_Gas
1291,1.154,1.105,0.987,No_Gas
1292,1.137,1.105,0.989,No_Gas
1293,1.146,1.087,0.987,No_Gas
1294,1.146,1.105,0.987,No_Gas
1295,1.163,1.105,0.989,No_Gas
1296,1.154,1.096,0.991,No_Gas
1297,1.163,1.105,0.987,No_Gas
1298,1.146,1.096,0.993,No_Gas
1299,1.146,1.096,0.987,No_Gas
1300,1.137,1.079,0.993,No_Gas
1301,1.128,1.096,0.989,No_Gas
1302,1.154,1.096,0.993,No_Gas
1303,1.154,1.105,0.995,No_Gas
1304,1.137,1.105,0.987,No_Gas
1305,1.137,1.087,0.987,No_Gas
1306,1.154,1.087,0.985,No_Gas
1307,1.12,1.096,0.987,No_Gas
1308,1.128,1.096,0.993,No_Gas
1309,1.112,1.087,0.987,No_Gas
1310,1.096,1.087,0.989,No_Gas
1311,1.104,1.087,0.991,No_Gas
1312,1.146,1.079,0.995,No_Gas
1313,1.112,1.079,0.985,No_Gas
1314,1.104,1.079,0.991,No_Gas
1315,1.128,1.096,0.989,No_Gas
1316,1.12,1.079,0.991,No_Gas
1317,1.12,1.087,0.989,No_Gas
1318,1.12,1.096,0.989,No_Gas
1319,1.12,1.105,0.985,No_Gas
1320,1.112,1.087,0.989,No_Gas
1321,1.128,1.079,0.989,No_Gas
1322,1.128,1.087,0.991,No_Gas
1323,1.12,1.079,0.991,No_Gas
1324,1.12,1.096,0.989,No_Gas
1325,1.112,1.096,0.985,No_Gas
1326,1.112,1.079,0.993,No_Gas
1327,1.104,1.105,0.991,No_Gas
1328,1.12,1.087,0.987,No_Gas
1329,1.112,1.087,0.989,No_Gas
1330,1.104,1.087,0.991,No_Gas
1331,1.096,1.087,0.985,No_Gas
1332,1.12,1.079,0.991,No_Gas
1333,1.096,1.096,0.991,No_Gas
1334,1.104,1.07,0.989,No_Gas
1335,1.104,1.079,0.989,No_Gas
1336,1.104,1.079,0.985,No_Gas
1337,1.128,1.087,0.987,No_Gas
1338,1.128,1.087,0.991,No_Gas
1339,1.112,1.079,0.989,No_Gas
1340,1.104,1.062,0.985,No_Gas
1341,1.12,1.062,0.989,No_Gas
1342,1.104,1.079,0.991,No_Gas
1343,1.104,1.087,0.989,No_Gas
1344,1.112,1.087,0.985,No_Gas
1345,1.12,1.079,0.987,No_Gas
1346,1.104,1.079,0.985,No_Gas
1347,1.112,1.087,0.987,No_Gas
1348,1.104,1.079,0.985,No_Gas
1349,1.12,1.087,0.993,No_Gas
1350,1.12,1.096,0.991,No_Gas
1351,1.112,1.087,0.987,No_Gas
1352,1.12,1.079,0.985,No_Gas
1353,1.128,1.087,0.989,No_Gas
1354,1.128,1.087,0.985,No_Gas
1355,1.12,1.079,0.989,No_Gas
1356,1.096,1.087,0.991,No_Gas
1357,1.104,1.096,0.985,No_Gas
1358,1.12,1.096,0.987,No_Gas
1359,1.104,1.087,0.989,No_Gas
1360,1.112,1.087,0.985,No_Gas
1361,1.12,1.087,0.991,No_Gas
1362,1.128,1.096,0.995,No_Gas
1363,1.104,1.087,0.987,No_Gas
1364,1.128,1.079,0.991,No_Gas
1365,1.104,1.096,0.989,No_Gas
1366,1.12,1.079,0.987,No_Gas
1367,1.12,1.079,0.989,No_Gas
1368,1.104,1.087,0.989,No_Gas
1369,1.12,1.079,0.987,No_Gas
1370,1.096,1.096,0.989,No_Gas
1371,1.12,1.096,0.987,No_Gas
1372,1.112,1.096,0.989,No_Gas
1373,1.112,1.087,0.987,No_Gas
1374,1.112,1.079,0.989,No_Gas
1375,1.12,1.096,0.991,No_Gas
1376,1.104,1.096,0.991,No_Gas
